bugId,effectiveness,keywords,tokens
122742,1,verifi error throw join aspect aspect advic program verifi error verifi error class method stop signatur type java lang class declar method method lang declar method java java lang method org aspectj ajc test case run ajc case java test run spec java test test test base ajc test run test xml base ajc test case systemtest ajc ajc error test sun reflect nativ impl sun reflect nativ nativ method accessor sun accessor impl method lang reflect method method java junit case run test test case java junit test protect test result test java junit run test java test run test java eclips jdt intern test test test runner eclips jdt test run remot jdt intern runner remot runner remot,aspect verifi error throw return extra join point argument aspect aspect advis throw advic throw run result program caus verifi error java lang verifi error class method stop signatur catch type subclass throwabl java lang class declar method nativ method java lang class privat declar method class java java lang class method class java java lang class method class java org aspectj tool ajc ajc test case run ajc test case java org aspectj test run spec execut run spec java org aspectj test ajc test run test ajc test java org aspectj test xml base ajc test case run test xml base ajc test case java org aspectj systemtest ajc ajc test test error ajc test java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java junit framework test case run test test case java junit framework test case run bare test case java junit framework test result protect test result java junit framework test result run protect test result java junit framework test result run test result java junit framework test case run test case java org eclips jdt intern junit runner remot test runner run test remot test runner java org eclips jdt intern junit runner remot test runner run remot test runner java org eclips jdt intern junit runner remot test runner main remot test runner java
128618,1,increment lint wrong increment file attach aspect project depend make small main java test strang defin ra ffdc full build error line relat ffdc,increment lint warn wrong increment compil zip file attach aspect project depend make small main class java test project save strang warn class advic defin ra ffdc appli xlint advic match full build warn note error line line class relat line ffdc aspect advic
128237,3,npe aj pointcut,aspect npe aj code pointcut logic oper
121312,1,refactor ltw deleg bootstrap add reflect world reflect world creat common method class weav import type map memori effici,perform contribut refactor support ltw world reflect deleg bootstrap type patch add reflect world interfac code cast made reflect world interfac creat common method creat ltw world implement interfac set class loader weav adaptor import ltw world type map perform memori effici
130300,1,remov hide obfusc xno weav aspect develop confus sourc problem ltw,remov hide obfusc xno weav option redund aspect develop mainten confus user sourc problem ltw
101411,1,email andi weaver class serial base lint warn serializ class serial due annoi obbject type kind stuff gener sound privat object stream care affect class warn don strong programm enhanc user configur thing advic match webster make distinct affect member gener add point join point accessor matthew,serial version uid handl email decis andi weaver add weav class serial ver uid field base pre weav bytecod comput issu lint warn serializ class serial ver uid encount due evil annoi ltw step deal obbject type munger kind previou stuff alex andi gener suid sound nice idea code jvm privat insid object stream class care itd field ensur correct behaviour send receiv woven class basic programm engag affect serializ class warn don declar field strong hint programm solv problem ltw make enhanc user configur lint thing interest advic match matthew webster alex make distinct benign suid affect member gener suid add static initi support join point staticiniti join point accessor method privileg aspect transient field ds problemat matthew webster
131505,1,gener project gener xml build includ project list aj manag,gener aop xml file aspect project built outxml option ajdt gener aop xml file correct build aspect built includ project duplic aspect built global list aspect aspect aj build manag clear
131932,1,structur gener java public slide public return lt static incorrectli show relationship type bar,structur model bug gener method itd import java util list public aspect slide public bar return lt static class bar list lt ajdt program incorrectli show relationship type bar class itd bar class
132087,1,advic unbound variabl aspect project lang null pointer org aspectj asm hierarchi visit asm hierarchi java org intern compil method declar travers declar org org compil ast type travers type declar org org intern qualifi alloc express travers alloc compil ast local declar travers declar eclips intern ast method declar travers method declar org compil ast type declar travers type java org intern ast compil unit travers unit declar java org aspectj builder build hierarchi ajdt hierarchi builder build structur compil asm builder java org aspectj intern lookup finish compil unit org aspectj intern compil aj org aspectj adapt ajc return ajdt aj org aspectj compil org org intern compil compil compil manag build org aspectj ajdt builder build manag org ajdt aj build java aspectj compil java aspectj ajd aspect build manag thread java pointer,npe unbound variabl advic error unbound refer variabl aspect attach ajdt project java lang null pointer org aspectj ajdt intern core builder asm hierarchi builder visit asm hierarchi builder java org aspectj org eclips jdt intern compil ast method declar travers method declar java org aspectj org eclips jdt intern compil ast type declar travers type declar java org aspectj org eclips jdt intern compil ast qualifi alloc express travers qualifi alloc express java org aspectj org eclips jdt intern compil ast local declar travers local declar java org aspectj org eclips jdt intern compil ast method declar travers method declar java org aspectj org eclips jdt intern compil ast type declar travers type declar java org aspectj org eclips jdt intern compil ast compil unit declar travers compil unit declar java org aspectj ajdt intern core builder asm hierarchi builder intern build asm hierarchi builder java org aspectj ajdt intern core builder asm hierarchi builder build structur compil unit asm hierarchi builder java org aspectj ajdt intern compil lookup eclips factori finish compil unit eclips factori java org aspectj ajdt intern compil aj compil adapt process aj compil adapt java org aspectj ajdt intern compil compil adapt ajc return org aspectj ajdt intern compil compil adapt compil adapt aj org aspectj org eclips jdt intern compil compil process compil java org aspectj org eclips jdt intern compil compil compil compil java org aspectj ajdt intern core builder aj build manag perform compil aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag batch build aj build manag java org aspectj ajd intern compil adapt compil compil adapt java org aspectj ajd intern aspect build manag compil thread run aspect build manag java null pointer thrown null
130837,1,edit annot class java class java null pointer aspectj intern valid aspect annot build formal advic bind valid annot java compil ast valid visitor resolv set pointcut valid aspect annot visitor java ast valid aspect visitor valid advic java aspectj compil ast annot visitor visit valid annot visitor org method declar eclips declar travers type org travers adapt aspectj org aspectj db aj jdt compil org intern java aj aj build manag org ajdt java ajdt increment org,edit annot base aspect class java class java lang null pointer org aspectj ajdt intern compil ast valid aspect annot visitor build formal advic bind valid aspect annot visitor java org aspectj ajdt intern compil ast valid aspect annot visitor resolv set pointcut valid aspect annot visitor java org aspectj ajdt intern compil ast valid aspect annot visitor valid advic valid aspect annot visitor java org aspectj ajdt intern compil ast valid aspect annot visitor visit valid aspect annot visitor java org aspectj org eclips jdt intern compil ast method declar travers method declar java org aspectj org eclips jdt intern compil ast type declar travers type declar java org aspectj org eclips jdt intern compil ast compil unit declar travers compil unit declar java org aspectj ajdt intern compil aj compil adapt analys aj compil adapt java org aspectj ajdt intern compil compil adapt ajc org aspectj ajdt intern compil compil adapt db compil adapt aj org aspectj org eclips jdt intern compil compil process compil java org aspectj org eclips jdt intern compil compil compil compil java org aspectj ajdt intern core builder aj build manag perform compil aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag increment build aj build manag java org aspectj ajd intern compil adapt compil compil adapt java org aspectj ajd intern aspect build manag compil thread run aspect build manag java null pointer thrown null
134541,1,advic match line doesn number advic match enabl project match line number warn stai origin line full build warn didn aj,advic match line number doesn line number advic advic doesn match enabl project advic match warn line number advic insert line advic save warn stai origin line full build put warn line regress didn aj
138540,1,add support option add lightweight fals memori condit ant task support ad patch option,patch add support xset option add set activ lightweight deleg fals ant build configur troubleshoot memori permgen condit ant task support doesn support ad xset style option andi ad small patch pass xset option work
134371,2,state record file work full rebuild lang class weaver resolv type signatur state record class file aj state ajdt intern core state aj state java org aspectj aj manag aj build manag java ajdt aj org compil adapt ajc org aspectj org jdt compil compil intern compil compil java org aspectj build java intern aj build manag aj build manag org aspectj aj build manag build manag org ajd compil compil java org build manag aspect build manag java,class cast aj state record class file work static aspect full rebuild avoid problem java lang class cast org aspectj weaver miss resolv type signatur org aspectj ajdt intern core builder aj state record class file aj state java org aspectj ajdt intern core builder aj state note result aj state java org aspectj ajdt intern core builder aj build manag accept result aj build manag java org aspectj ajdt intern compil aj compil adapt process aj compil adapt java org aspectj ajdt intern compil compil adapt ajc return org aspectj ajdt intern compil compil adapt compil adapt aj org aspectj org eclips jdt intern compil compil process compil java org aspectj org eclips jdt intern compil compil compil compil java org aspectj ajdt intern core builder aj build manag perform compil aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag increment build aj build manag java org aspectj ajd intern compil adapt compil compil adapt java org aspectj ajd intern aspect build manag compil thread run aspect build manag java
140357,1,npe overflow resolv pointcut reflect world type static pointcut resolut pointcut execut public void pointcut aspectj express public void pointcut reflect base resolv pointcut fail stack pointcut type problem occur type resolv,npe stack overflow resolv refer pointcut reflect world type privat static class pointcut resolut pointcut execut public void pointcut org aspectj weaver tool java pointcut express test public void pointcut public void reflect base deleg unabl resolv pointcut fail npe stack overflow depend order pointcut type problem occur becaus resolv pointcut type resolv
133117,1,warn guard lazi tjp guard compil error piec show warn join match,lot warn guard lazi tjp guard lazi tjp compil option set warn error piec advic caus warn show warn join point match advic
142466,1,ltw hierarchi finish xml pr test basi test bug don concret aspect unimpl method concret,ltw fail runtim abstract method implement hierarchi finish xml aspect pr copi test good basi test bug don check defin concret aspect unimpl abstract method aspect concret
143930,2,constructor ip,creat constructor ip method ip
144717,1,aspectj bc call signatur string produc pars pointcut arrai type reflect world aspectj weaver call signatur signatur descriptor ljava lang aspectj unresolv type signatur type aspectj unresolv type unresolv type aspectj refer deleg declar java base refer deleg java weaver refer type declar refer type org aspectj resolv type java org org iter aspectj type find pointcut type pattern refer pointcut refer pointcut aspectj weaver resolv pointcut pointcut parser resolv pointcut pointcut parser weaver pointcut pars parser aspectj weaver tool pointcut test test arrai java express sun nativ method accessor nativ sun nativ method accessor impl accessor impl java sun deleg accessor impl invok method impl lang reflect method method java case test case java junit framework case run bare test junit framework test result result java junit run result framework result run test junit framework test case java test test java test suit suit framework run test suit framework suit org eclips jdt intern junit test eclips intern junit runner test java eclips jdt remot runner main remot test runner,org aspectj weaver bc call signatur signatur descriptor ljava lang string produc pars pointcut arrai type arg reflect world pointcut parser support org aspectj weaver bc call signatur signatur descriptor ljava lang string org aspectj weaver unresolv type signatur unresolv type java org aspectj weaver unresolv type unresolv type java org aspectj weaver reflect java reflect base refer type deleg declar pointcut java reflect base refer type deleg java org aspectj weaver refer type declar pointcut refer type java org aspectj weaver resolv type resolv type java org aspectj weaver iter iter java org aspectj weaver iter iter java org aspectj weaver resolv type find pointcut resolv type java org aspectj weaver pattern refer pointcut resolv bind refer pointcut java org aspectj weaver pattern pointcut resolv pointcut java org aspectj weaver tool pointcut parser resolv pointcut express pointcut parser java org aspectj weaver tool pointcut parser pars pointcut express pointcut parser java org aspectj weaver tool java pointcut express test test arrai type arg java pointcut express test java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java junit framework test case run test test case java junit framework test case run bare test case java junit framework test result protect test result java junit framework test result run protect test result java junit framework test result run test result java junit framework test case run test case java junit framework test suit run test test suit java junit framework test suit run test suit java junit framework test suit run test test suit java junit framework test suit run test suit java org eclips jdt intern junit runner remot test runner run test remot test runner java org eclips jdt intern junit runner remot test runner run remot test runner java org eclips jdt intern junit runner remot test runner main remot test runner java
120739,1,disabl aspect weav loader aspect exclus exclud aspect defin class loader trivial rare case xml aspect,ltw optim disabl world aspect optim disabl weav class loader aspect defin aspect exclus exclud aspect defin parent class loader trivial rare case aop xml aspect
132591,2,aop xml file,duplic aop xml file aspectpath
145086,1,weak refer set simon set patch fix work lang pointer signatur cach impl java runtim string impl java org aspectj runtim signatur string signatur java,npe weak refer set signatur simon ran problem set attach patch fix test case properli verifi work case java lang null pointer org aspectj runtim reflect signatur impl cach impl set signatur impl java org aspectj runtim reflect signatur impl string signatur impl java org aspectj runtim reflect signatur impl string signatur impl java
122580,2,fix bug failur load rockit aspect time weav xmanag org aspectj weaver rockit server sp debug discov weaver messag kind vm staticiniti make messag stack trace code adaptor line aj loader null null class start org comment adaptor avoid duplic check privat boolean weav return start org apach fixm org aspectj aspectj earlier issu initi start start proxi jdk fixm av proxi proxi java proxi reflect jdk reflect note bug rock vm xmanag line argument trace java null kind org messag init ljava ljava messag lorg bridg locat ljava aspectj ziii messag java messag init ljava string ljava lang string messag bridg sourc locat sourc aspectj bridg init string lorg aspectj messag throwabl messag java messag util string lorg aspectj messag messag util org aspectj info messag handler ljava org weaver tool weav adaptor ljava weav adaptor org aspectj weaver tool weav adaptor creat adaptor java org aspectj tool weav adaptor init weav adaptor aspectj weaver init lang class weaver loadtim context weav adaptor org weaver weaver weaver ljava class loader lorg aspectj context aspectj weaver tool weav adaptor aj aspectj pre ljava string ljava class aj java org aspectj weaver rockit pre process loader lang rockit jrockit vm class processor class processor jrockit vm defin ljava lang string sourc jrockit vm class class loader ljava string bii sourc java lang loader class ljava lang bii secur ljava unknown secur class loader class lang string bii secur ljava class secur class loader java class class string lsun misc lang url java java class access ljava net string resourc class class loader java net class loader class control exc secur action ljava secur access control unknown vm control action ljava secur context lang sourc net url loader ljava lang class class lang loader load lang string lang class misc app class loader load ljava lang java java string sourc class load class nativ ii ljava lang class jrockit vm rni runnabl code unknown jrockit rni trampolin unknown ljava lorg bridg org bridg messag bridg messag handler lang util weaver weav adaptor info ljava string adaptor java java lang kind org bridg sourc locat throwabl bridg locat messag aspectj ljava lang ljava lang aspectj bridg messag aspectj lang lorg aspectj bridg sourc locat java bridg string bridg kind lang throwabl aspectj java org aspectj ljava lang string aspectj bridg messag org ljava string util aspectj weaver tool adaptor lang weav adaptor org aspectj tool adaptor creat messag handler adaptor tool weav java aspectj loadtim adaptor init class loader lorg weaver loadtim context loader weav java aspectj loadtim aj ljava loader aspectj weaver weav lorg weaver tool aj org aspectj process ljava lang class aj java weaver loadtim rockit pre process ljava lang loader lang string java jrockit vm class pre manag notifi class pre jrockit class ljava string bii jrockit vm class defin lang class ljava lang bii ljava class unknown sourc java loader class lang string bii secur protect domain ljava lang sourc secur secur class loader ljava lang string ljava ljava lang class class loader java defin lang string misc ljava java net loader access class ljava string ljava lang class loader net run ljava loader jrockit vm access control exc secur secur access context ljava lang object vm privileg access control unknown sourc net class loader find ljava string ljava url class loader java java lang class loader ljava lang class sourc sun misc launcher app class loader load class string class launcher lang class loader load ljava ljava lang sourc java class load class nativ lang sourc jrockit unknown jrockit rni org aspectj bridg lorg ljava string util weaver tool weav adaptor info ljava lang string weav adaptor java aspectj weav creat messag handler weav adaptor,fix bug circular failur verbos load rockit agent stack trace aspect final releas load time weav rock xmanag class org aspectj weaver loadtim rockit agent load weblog server sp debug code eclips discov weaver initi load messag kind rock vm simpli hasn run staticiniti make messag info null fix stack trace hoist check load aspect code initi weav adaptor line aj java loader null class null class start org aspectj comment line weav adaptor avoid duplic check privat boolean weav string return start org apach bcel fixm av bcel wrap org aspectj start org aspectj check earlier avoid circular issu initi start java start javax start proxi jdk proxi fixm av proxi fe ataspect proxi java proxi start sun reflect jdk reflect note bug occur rock vm xmanag command line argument stack trace java lang illeg argument null kind org aspectj bridg messag init ljava lang string ljava lang string lorg aspectj bridg messag kind lorg aspectj bridg sourc locat ljava lang throwabl lorg aspectj bridg sourc locat ziii messag java org aspectj bridg messag init ljava lang string ljava lang string lorg aspectj bridg messag kind lorg aspectj bridg sourc locat ljava lang throwabl lorg aspectj bridg sourc locat messag java org aspectj bridg messag init ljava lang string lorg aspectj bridg messag kind ljava lang throwabl lorg aspectj bridg sourc locat messag java org aspectj bridg messag util info ljava lang string lorg aspectj bridg messag messag util java org aspectj bridg messag util info lorg aspectj bridg messag handler ljava lang string messag util java org aspectj weaver tool weav adaptor info ljava lang string weav adaptor java org aspectj weaver tool weav adaptor creat messag handler weav adaptor java org aspectj weaver tool weav adaptor init weav adaptor java org aspectj weaver loadtim class loader weav adaptor init ljava lang class loader lorg aspectj weaver loadtim weav context class loader weav adaptor java org aspectj weaver loadtim aj weaver weaver ljava lang class loader lorg aspectj weaver loadtim weav context lorg aspectj weaver tool weav adaptor aj java org aspectj weaver loadtim aj pre process ljava lang string ljava lang class loader aj java org aspectj weaver loadtim rockit agent pre process ljava lang class loader ljava lang string rockit agent java jrockit vm class pre processor manag notifi class pre processor ljava lang string unknown sourc jrockit vm class defin class ljava lang string bii unknown sourc jrockit vm class defin class ljava lang class loader ljava lang string bii ljava lang class unknown sourc java lang class loader defin class ljava lang string bii ljava secur protect domain ljava lang class unknown sourc java secur secur class loader defin class ljava lang string bii ljava secur code sourc ljava lang class secur class loader java java net url class loader defin class ljava lang string lsun misc resourc ljava lang class url class loader java java net url class loader access ljava net url class loader ljava lang string lsun misc resourc ljava lang class url class loader java java net url class loader run ljava lang object url class loader java jrockit vm access control privileg exc ljava secur privileg action ljava secur access control context ljava lang object unknown sourc jrockit vm access control privileg ljava secur privileg action ljava secur access control context ljava lang object unknown sourc java net url class loader find class ljava lang string ljava lang class url class loader java java lang class loader load class ljava lang string ljava lang class unknown sourc sun misc launcher app class loader load class ljava lang string ljava lang class launcher java java lang class loader load class ljava lang string ljava lang class unknown sourc java lang class loader load class nativ ii ljava lang class unknown sourc jrockit vm rni runnabl code unknown sourc jrockit vm rni trampolin unknown sourc org aspectj bridg messag util info ljava lang string lorg aspectj bridg messag messag util java org aspectj bridg messag util info lorg aspectj bridg messag handler ljava lang string messag util java org aspectj weaver tool weav adaptor info ljava lang string weav adaptor java java lang illeg argument null kind org aspectj bridg messag init ljava lang string ljava lang string lorg aspectj bridg messag kind lorg aspectj bridg sourc locat ljava lang throwabl lorg aspectj bridg sourc locat ziii messag java org aspectj bridg messag init ljava lang string ljava lang string lorg aspectj bridg messag kind lorg aspectj bridg sourc locat ljava lang throwabl lorg aspectj bridg sourc locat messag java org aspectj bridg messag init ljava lang string lorg aspectj bridg messag kind ljava lang throwabl lorg aspectj bridg sourc locat messag java org aspectj bridg messag util info ljava lang string lorg aspectj bridg messag messag util java org aspectj bridg messag util info lorg aspectj bridg messag handler ljava lang string messag util java org aspectj weaver tool weav adaptor info ljava lang string weav adaptor java org aspectj weaver tool weav adaptor creat messag handler weav adaptor java org aspectj weaver tool weav adaptor init weav adaptor java org aspectj weaver loadtim class loader weav adaptor init ljava lang class loader lorg aspectj weaver loadtim weav context class loader weav adaptor java org aspectj weaver loadtim aj weaver weaver ljava lang class loader lorg aspectj weaver loadtim weav context lorg aspectj weaver tool weav adaptor aj java org aspectj weaver loadtim aj pre process ljava lang string ljava lang class loader aj java org aspectj weaver loadtim rockit agent pre process ljava lang class loader ljava lang string rockit agent java jrockit vm class pre processor manag notifi class pre processor ljava lang string unknown sourc jrockit vm class defin class ljava lang string bii unknown sourc jrockit vm class defin class ljava lang class loader ljava lang string bii ljava lang class unknown sourc java lang class loader defin class ljava lang string bii ljava secur protect domain ljava lang class unknown sourc java secur secur class loader defin class ljava lang string bii ljava secur code sourc ljava lang class secur class loader java java net url class loader defin class ljava lang string lsun misc resourc ljava lang class url class loader java java net url class loader access ljava net url class loader ljava lang string lsun misc resourc ljava lang class url class loader java java net url class loader run ljava lang object url class loader java jrockit vm access control privileg exc ljava secur privileg action ljava secur access control context ljava lang object unknown sourc jrockit vm access control privileg ljava secur privileg action ljava secur access control context ljava lang object unknown sourc java net url class loader find class ljava lang string ljava lang class url class loader java java lang class loader load class ljava lang string ljava lang class unknown sourc sun misc launcher app class loader load class ljava lang string ljava lang class launcher java java lang class loader load class ljava lang string ljava lang class unknown sourc java lang class loader load class nativ ii ljava lang class unknown sourc jrockit vm rni runnabl code unknown sourc jrockit vm rni trampolin unknown sourc org aspectj bridg messag util info lorg aspectj bridg messag handler ljava lang string messag util java org aspectj weaver tool weav adaptor info ljava lang string weav adaptor java org aspectj weaver tool weav adaptor creat messag handler weav adaptor java
146546,1,remov,remov hard code depend file method
136707,1,iajc iajc task file,iajc print summari javac iajc ant task produc summari javac task javac compil sourc file project class
147711,1,option synthet flag number case aj member mark attribut becaus tool jaxb post list aspect match type annot user jaxb jaxb type introduc properti synthet member solut transient user,add option gener aj synthet true synthet flag number case tool confus gener aj member aj synthet mark synthet attribut becaus past upset tool recent jaxb post list perthi claus aspect match type jaxb annot user longer jaxb issu prevent usag jaxb type introduc properti aj synthet member jaxb solut field annot xml transient field exist user program
148409,1,gener cast type java load rc java aspectj apach classfil org aspectj unresolv type type type org add object type bcel world org aspectj weaver class loader weav adaptor org aspectj weaver adaptor weav java weav adaptor weav java org loadtim aj pre process aspectj weaver loadtim class pre adapt transform pre processor agent sun instrument transform manag java instrument instrument transform java lang class defin class nativ stack debugg weaver attempt class method cast highlight unresolv signatur string gener unresolv type ret kind type gener class pars class declar gener formal ftp type paramet ret variabl int formal paramet paramet class signatur ct class ret variabl identifi unresolv type signatur ct identifi sig ret signatur signatur erasur return ret class signatur hibern dao interfac extend concret extend dao entiti dao interfac becaus paramet class bound variabl identifi concret type paramet,gener class cast unresolv type java aspect load time weav spring rc inject entiti java lang class cast org aspectj apach bcel classfil signatur type variabl signatur org aspectj weaver unresolv type gener type signatur unresolv type java org aspectj weaver bcel bcel world add sourc object type bcel world java org aspectj weaver loadtim class loader weav adaptor accept class loader weav adaptor java org aspectj weaver tool weav adaptor weav weav adaptor java org aspectj weaver tool weav adaptor weav class weav adaptor java org aspectj weaver loadtim aj pre process aj java org aspectj weaver loadtim class pre processor agent adapt transform class pre processor agent adapt java sun instrument transform manag transform transform manag java sun instrument instrument impl transform instrument impl java java lang class loader defin class nativ method examin call stack debugg weaver attempt determin class weav thrown method cast highlight public static unresolv type gener type signatur string sig string declar gener sig unresolv type ret unresolv type signatur sig ret type kind type kind gener class signatur csig gener signatur parser pars class signatur declar gener sig signatur formal type paramet ftp csig formal type paramet ret type variabl type variabl ftp length int ftp length signatur formal type paramet paramet ftp signatur class type signatur ct signatur class type signatur paramet class bound ret type variabl type variabl ftp identifi unresolv type signatur ct outer type identifi ret signatur erasur sig ret signatur ret signatur erasur return ret class question requir weav signatur public class hibern entiti dao interfac extend secur entiti concret extend interfac extend hibern dao support implement entiti dao interfac becaus paramet class bound member type signatur class type signatur instanc signatur type variabl signatur loop variabl paramet identifi concret signatur type paramet concret trip weaver
151182,1,bcel weaver ltw aspect time time load time aspect weaver null pointer stacktrac jul null pointer org weaver weaver weav parent munger weaver java org weaver parent jul weaver weaver weav aspectj weav byte weav adaptor aspectj weaver tool weav adaptor adaptor java jul org weaver aj org loadtim class pre transform pre processor agent adapt jul transform sourc sun instrument impl transform java loader defin method lang unknown weaver jar compil,npe bcel weaver ltw creat log aspect applic time ago aspect enabl time time load time weav recent recompil aspect run weaver jar fail null pointer part stacktrac jul java lang null pointer jul org aspectj weaver bcel bcel weaver weav parent type munger bcel weaver java jul org aspectj weaver bcel bcel weaver weav parent bcel weaver java jul org aspectj weaver bcel bcel weaver weav bcel weaver java jul org aspectj weaver tool weav adaptor woven byte weav adaptor java jul org aspectj weaver tool weav adaptor weav class weav adaptor java jul org aspectj weaver loadtim aj pre process aj java jul org aspectj weaver loadtim class pre processor agent adapt transform class pre processor agent adapt java jul sun instrument transform manag transform unknown sourc jul sun instrument instrument impl transform unknown sourc jul java lang class loader defin class nativ method jul java lang class loader defin class unknown sourc weaver jar aspect compil ran problem
151938,1,handl entri gracefulli start java aspect load weaver javaag aop xml code massiv bytecod aspect detect agent fail messag emit bytecod javaag flag wrap gener make intellig avoid issu bat catalina flag tomcat,handl duplic javaag entri gracefulli start java vm aspect load time weaver javaag flag aop xml file defin choke badli reweav woven aspect code emit massiv amount bytecod aspect detect gave warn disabl agent fail fail error messag emit bytecod issu autom instal add javaag flag vm startup command script wrap gener duplic make script intellig avoid issu peopl hit issu manual edit setclasspath bat catalina bat add flag tomcat instanc
152589,1,pipelin result warn,pipelin ad whitespac result advic match warn
151991,1,copyright recent ad modul licens loadtim weaver ad failur owner pleas forward epl ibm xerox licens fail restructur java src aspectj weaver resolv java epl ibm parc xerox fail workspac restructur java src aspectj weaver defer epl cpl xerox licens aspectj restructur weaver java src org aspectj weaver java ibm parc workspac org restructur weaver java src weaver pointcut java fail modul build properti run test run test warn class org aspectj intern build build modul test duplic incomplet modul org aspectj intern ant taskdef modul build java aspectj intern tool taskdef build modul build modul org build test task build modul intern build modul test duplic build java reflect method impl nativ method reflect nativ method nativ method accessor reflect method accessor impl deleg method impl java java reflect java framework test test case java case test java framework protect junit test modul junit result run java junit framework run case java framework test test suit java framework test suit test java test run test java test java org jdt runner junit unit test test refer java org jdt intern execut intern junit test run remot jdt junit remot test runner eclips jdt runner test run remot jdt intern remot java,miss copyright licens recent ad modul build modul test test licens ajdoc loadtim loadtim weaver ad logic coupl failur owner pleas step forward epl cpl ibm parc xerox licens fail workspac org aspectj restructur weaver java src org aspectj weaver reflect defer resolv pointcut java epl cpl ibm parc xerox copyright fail workspac org aspectj restructur weaver java src org aspectj weaver reflect defer resolv pointcut java epl cpl ibm parc xerox licens fail workspac org aspectj restructur weaver java src org aspectj weaver reflect intern pointcut parser java epl cpl ibm parc xerox copyright fail workspac org aspectj restructur weaver java src org aspectj weaver reflect intern pointcut parser java total pass fail notic messag build modul test defin run build test system properti run test build run junit test warn class org aspectj intern build build modul test test duplic incomplet error build modul weaver org aspectj intern tool ant taskdef build modul build build modul java org aspectj intern tool ant taskdef build modul execut build modul java org aspectj intern build build modul test task build modul test java org aspectj intern build build modul test test duplic build modul test java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java junit framework test case run test test case java junit framework test case run bare test case java junit framework test result protect test result java junit framework test result run protect test result java modul junit framework test result run test result java junit framework test case run test case java junit framework test suit run test test suit java junit framework test suit run test suit java junit framework test suit run test test suit java junit framework test suit run test suit java org eclips jdt intern junit runner junit unit test refer run unit test refer java org eclips jdt intern junit runner test execut run test execut java org eclips jdt intern junit runner remot test runner run test remot test runner java org eclips jdt intern junit runner remot test runner run test remot test runner java org eclips jdt intern junit runner remot test runner run remot test runner java org eclips jdt intern junit runner remot test runner main remot test runner java
152873,2,weav style aspect,optim weav annot style aspect patch
152979,1,optim cach loader found pin bcel class loader glassbox logic due loader spent pars class reduc cach byte class loader repositori loader resolv reduc type loader reflect bcel aspect vm attach patch measur soft cach pin refer type process maintain global cach web glassbox consol smaller app output repositori total load url url cach miss evict url evict miss tomcat sampl app repositori load url cach miss evict loader hit url base cach worth bcel cach develop build aspect modifi class load,optim refer url cach class loader repositori found lot memori pin bcel class loader repositori test configur glassbox web logic megabyt pin memori due loader notic time spent load pars redund class share weav configur reduc global cach byte url class loader repositori local loader class disk resolv multipl time loader isn read cach issu reduc load type parent loader reflect deleg bcel aspect vm attach patch metric measur soft refer cach pin refer type step process maintain global url cach run web logic glassbox view admin consol smaller app output bcel repositori total load time ms url ms url cach hit miss evict miss url evict miss loader hit tomcat sampl app bcel repositori total load time ms url ms url cach hit miss evict miss url evict miss loader hit configur url base cach effect hit rate loader base cach ve worth loader base bcel cach configur test develop build aspect modifi ltw world evict class load
152161,1,contribut support load time weav configur minim memori true pars set includ test option,contribut support xset load time weav configur set pipelin compil xset run minim memori true verifi pars set option correctli debugg includ test set option
150271,1,multipl level ltw nice inform load time version aspect loader weav configur verbos list woven level verbos weaver weav dorg weaver info configur list join point,multipl level ltw inform nice basic inform load time weav version aspect loader weav configur verbos inform list class woven woven flag weav level daj weav verbos dorg aspectj weaver show weav info dorg aspectj weaver level summari info verbos summari configur info list affect join point show weav info verbos verbos
129525,1,don syserr weav system quantiti weav error dump ajcor file log,don dump bytecod syserr ltw load time weav system produc massiv quantiti output weav error system dump bytecod syserr produc ajcor file point log
155213,1,state version static initi version time text long date earli pain move process refer weaver didn time process potenti save bunch underpin format,ltw state version static initi static initi version pars time text string turn long field loadtim weav state touch date formatt earli pain move process refer step weaver state info didn write time doesnt read back process potenti save load bunch underpin junk format
155238,1,trace code hash trace modul code untrust object format system hash obj trace code wouldn applic defin code state,trace system ident hash code hash code trace modul obj hash code identifi untrust object format safer accur system ident hash code obj trace code wouldn call applic defin code loader state
148908,1,incorrect signatur field alloc,incorrect sourc signatur field ip qualifi alloc express
159896,1,uniqu handl advic kind uniqu handl aspectpath,advic injar uniqu handl jdt handl advic kind aspect uniqu handl aspect aspectpath
160496,1,ajdoc main class eas whilst bug read main ajdoc mearli eas rais cover,ajdoc main class refactor eas whilst ajdoc bug slightli confus read main ajdoc method didn includ refactor patch bug mearli eas rais enhanc cover
